ID,IDADE,FAIXA IDADE,GENERO,COR/RACA/ETNIA,PCD,EXPERIENCIA_PROFISSIONAL_PREJUDICADA,ASPECTOS_PREJUDICADOS,VIVE_NO_BRASIL,ESTADO ONDE MORA,UF ONDE MORA,REGIAO ONDE MORA,MUDOU DE ESTADO?,REGIAO DE ORIGEM,NIVEL DE ENSINO,ÁREA DE FORMAÇÃO,QUAL SUA SITUAÇÃO ATUAL DE TRABALHO?,SETOR,NUMERO DE FUNCIONARIOS,GESTOR?,CARGO COMO GESTOR,CARGO ATUAL,FAIXA SALARIAL,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE DADOS VOCÊ TEM?,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE TI/ENGENHARIA DE SOFTWARE VOCÊ TEVE ANTES DE COMEÇAR A TRABALHAR NA ÁREA DE DADOS?,SALARIO,NOVO_NIVEL,NIVEL_Júnior,NIVEL_Pleno,NIVEL_Sênior,GEARACAO,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Você está satisfeito na sua empresa atual?,Qual o principal motivo da sua insatisfação com a empresa atual?,Você participou de entrevistas de emprego nos últimos 6 meses?,Você pretende mudar de emprego nos próximos 6 meses?,Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?,Atualmente qual a sua forma de trabalho?,Qual a forma de trabalho ideal para você?,Caso sua empresa decida pelo modelo 100% presencial qual será sua atitude?,Sua empresa passu por Layoff em 2022?,Atuacao,Quais das linguagens listadas abaixo você utiliza no trabalho?,EM_BUSCA,ABERTO_OPORTUNIDADES
b9bdub9y3gaq0urnxgb9b4l5xp0v9wyk,26.0,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Aprovação em processos seletivos/entrevistas,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,0.0,,Analytics Engineer,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,4483,Júnior,TRUE,FALSE,FALSE,Geração Z,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,FALSE,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios","Sim, fiz entrevistas mas não fui aprovado","Estou em busca de oportunidades, mas apenas fora do Brasil","Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",Engenharia de Dados,"SQL, Python",TRUE,FALSE
b8zqh2jki71wn3yrh60yb8z7i6jnspho,31.0,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,0.0,,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Menos de 1 ano,5527,Júnior,TRUE,FALSE,FALSE,Millenial,de 3 a 4 anos,Menos de 1 ano,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, Python",FALSE,TRUE
b8l2mi15070eozolpbdxb8l2mi1nxpnt,32.0,30-34,Masculino,Branca,Não,,,TRUE,Ceará (CE),CE,Nordeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,de 51 a 100,1.0,Gerente/Head,,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 6 anos,Menos de 1 ano,29568,Pessoa Gestora,FALSE,FALSE,FALSE,Millenial,de 4 a 6 anos,Menos de 1 ano,TRUE,,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,TRUE,FALSE
b8b04yk4ltpbs8oe4tos0b8b04ykv45p,44.0,40-44,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Outra Opção,Acima de 3.000,0.0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 30.001/mês a R$ 40.000/mês,de 3 a 4 anos,Mais de 10 anos,38888,Sênior,FALSE,FALSE,TRUE,Geração X,de 3 a 4 anos,Mais de 10 anos,TRUE,,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Ambiente e clima de trabalho, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,"SQL, Python",FALSE,TRUE
b8ax0ebap3wk58guxm4axb8ax0ebb3lt,33.0,30-34,Masculino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",TRUE,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Marketing,de 51 a 100,0.0,,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Menos de 1 ano,15879,Sênior,FALSE,FALSE,TRUE,Millenial,de 4 a 6 anos,Menos de 1 ano,TRUE,,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,TRUE
b7z5rogvyluoc6zo9bb7z5ro2szfkoxv,30.0,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,de 501 a 1.000,0.0,,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,de 5 a 6 anos,13788,Sênior,FALSE,FALSE,TRUE,Millenial,de 3 a 4 anos,de 5 a 6 anos,TRUE,,"Sim, fiz entrevistas mas não fui aprovado","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,TRUE
b7uaw5nghe65pk99cb7ub35a82k9izu6,42.0,40-44,Masculino,Branca,Não,,,TRUE,Distrito Federal (DF),DF,Centro-oeste,0.0,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0.0,,Outra Opção,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,11794,Júnior,TRUE,FALSE,FALSE,Geração X,de 3 a 4 anos,de 1 a 2 anos,FALSE,Salário atual não corresponde ao mercado,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",Flexibilidade de trabalho remoto,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou aceitar e retornar ao modelo 100% presencial,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",Engenharia de Dados,"SQL, Python",FALSE,TRUE
b7rruckcqzk1ii7epb7rrucr755mzfk2,40.0,40-44,Masculino,Branca,Não,,,FALSE,,,,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,de 1.001 a 3.000,0.0,,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,de 1 a 2 anos,14543,Sênior,FALSE,FALSE,TRUE,Geração X,de 7 a 10 anos,de 1 a 2 anos,TRUE,,"Sim, fiz entrevistas mas não fui aprovado",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,1,FALSE,FALSE
b7kckphv8h17coj1jlc5b7kckcdjiwb3,36.0,35-39,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3.000,0.0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 7 a 10 anos,11617,Sênior,FALSE,FALSE,TRUE,Millenial,de 4 a 6 anos,de 7 a 10 anos,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,"SQL, Python",FALSE,FALSE
b7gzukm97sfsblpqb7gzuito449tuv2e,48.0,45-49,Masculino,Branca,Não,,,TRUE,Goiás (GO),GO,Centro-oeste,0.0,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração X,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
b7f6d9o89jfsogib7f6dl63ngszx259b,32.0,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Telecomunicação,Acima de 3.000,0.0,,Analista de Suporte/Analista Técnico,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 3 a 4 anos,10945,Sênior,FALSE,FALSE,TRUE,Millenial,de 3 a 4 anos,de 3 a 4 anos,FALSE,"Falta de maturidade analítica na empresa, Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado","Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,TRUE
b6hhhrat40qyb6hhzax7dhxtq3fr79r0,28.0,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",TRUE,Distrito Federal (DF),DF,Centro-oeste,1.0,,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0.0,,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,6136,Júnior,TRUE,FALSE,FALSE,Geração Z,de 1 a 2 anos,de 1 a 2 anos,TRUE,,"Sim, fiz entrevistas mas não fui aprovado","Estou em busca de oportunidades, mas apenas fora do Brasil","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,TRUE,FALSE
b67zu453suixu9x5nfb67zuaxwm1im80,36.0,35-39,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,0.0,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Menos de 1 ano,10364,Sênior,FALSE,FALSE,TRUE,Millenial,Menos de 1 ano,Menos de 1 ano,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,"SQL, Python, Java",TRUE,FALSE
b61p33tvhvy7h5g67b61p3v6ap69cgyw,23.0,22-24,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Área de Consultoria,de 1 a 5,0.0,,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Menos de 1 ano,1820,Júnior,TRUE,FALSE,FALSE,Geração Z,de 1 a 2 anos,Menos de 1 ano,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,"Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"R, SQL",TRUE,FALSE
b5j412i7vlnb9xadb5j412idtuf1jvef,34.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0.0,,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,3317,Júnior,TRUE,FALSE,FALSE,Millenial,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"Python, SQL",FALSE,TRUE
b5aqfxa1iymj386jr7b5aqfwhguvr6hx,40.0,40-44,Masculino,Parda,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,1.0,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 11 a 50,1.0,Diretor/VP,,Acima de R$ 40.001/mês,Mais de 10 anos,de 7 a 10 anos,"53127,846",Pessoa Gestora,FALSE,FALSE,FALSE,Geração X,Mais de 10 anos,de 7 a 10 anos,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Qualidade dos gestores e líderes, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,FALSE,FALSE
b58bp94zbxtx9rykv8avmb58bpxkyzhl,27.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Aprovação em processos seletivos/entrevistas, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",TRUE,Bahia (BA),BA,Nordeste,0.0,Nordeste,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração Z,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
b48fvvxl1zuao18b4p54nadluyro10t9,30.0,30-34,Masculino,Branca,Não,,,FALSE,,,,,,Mestrado,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Finanças ou Bancos,de 101 a 500,0.0,,Cientista de Dados/Data Scientist,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,39942,Sênior,FALSE,FALSE,TRUE,Millenial,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,TRUE
b426rck0hoyujfe701ub426rcbjeylo5,50.0,50-54,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Bahia (BA),BA,Nordeste,1.0,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Setor Público,de 101 a 500,0.0,,Outra Opção,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,6384,Pleno,FALSE,TRUE,FALSE,Geração X,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",Remuneração/Salário,Modelo 100% presencial,Modelo 100% remoto,Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Outra atuação,"Visual Basic/VBA, R",FALSE,TRUE
b3hnudg7p4blvukeenb3hnu7ympjrv1m,34.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Não acredito que minha experiência profissional seja afetada devido a esses fatores",,TRUE,São Paulo (SP),SP,Sudeste,0.0,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0.0,,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,11616,Sênior,FALSE,FALSE,TRUE,Millenial,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,TRUE
b32gamidj2i94g7lb32gaz354xhziok8,28.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Aprovação em processos seletivos/entrevistas",TRUE,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Outra opção,Empregado (CLT),Outra Opção,de 101 a 500,0.0,,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,3862,Júnior,TRUE,FALSE,FALSE,Geração Z,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,FALSE,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado","Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, Python",TRUE,FALSE
b2qhrbfu0appve7zxb2qhrbfb99jdd3u,35.0,35-39,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Atenção dada pelas pessoas diante das minhas opiniões e ideias, Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas",TRUE,Paraná (PR),PR,Sul,0.0,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,de 501 a 1.000,0.0,,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,5161,Júnior,TRUE,FALSE,FALSE,Millenial,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,"Sim, fiz entrevistas mas não fui aprovado","Estou em busca de oportunidades, mas apenas fora do Brasil","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,1,TRUE,FALSE
b2a6djkizuqq01ljhrb2a6ljq3jtgs4m,19.0,17-21,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,0.0,,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 1 a 2 anos,3545,Júnior,TRUE,FALSE,FALSE,Geração Z,Menos de 1 ano,de 1 a 2 anos,TRUE,,"Sim, fui aprovado e mudei de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,"Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, Python",TRUE,FALSE
b20ubfxsuzxe4sfc5ur7b20ubfx759hh,20.0,17-21,Masculino,Branca,Não,,,TRUE,Ceará (CE),CE,Nordeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração Z,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
